policy_number,member_id
POL-39348,MEMBER-004584
POL-34911,MEMBER-003964
POL-34911,MEMBER-004469
POL-34911,MEMBER-008189
POL-34911,MEMBER-002785
POL-34911,MEMBER-010527
POL-18884,MEMBER-005744
POL-27744,MEMBER-010470
POL-27744,MEMBER-003878
POL-34451,MEMBER-009801
POL-34451,MEMBER-011811
POL-34451,MEMBER-007213
POL-40729,MEMBER-007827
POL-40729,MEMBER-009815
POL-40729,MEMBER-009402
POL-40729,MEMBER-007443
POL-40729,MEMBER-011936
POL-20338,MEMBER-012633
POL-20338,MEMBER-010172
POL-20338,MEMBER-004259
POL-20338,MEMBER-009968
POL-46386,MEMBER-013768
POL-46386,MEMBER-005389
POL-46386,MEMBER-000420
POL-42727,MEMBER-010025
POL-34907,MEMBER-006671
POL-34907,MEMBER-001329
POL-47879,MEMBER-013494
POL-47879,MEMBER-007353
POL-47879,MEMBER-004129
POL-12818,MEMBER-009143
POL-12818,MEMBER-012331
POL-12818,MEMBER-010958
POL-12818,MEMBER-014112
POL-43263,MEMBER-001770
POL-43263,MEMBER-013290
POL-43263,MEMBER-006553
POL-32688,MEMBER-012454
POL-32688,MEMBER-002322
POL-32688,MEMBER-009614
POL-32688,MEMBER-001462
POL-32688,MEMBER-011265
POL-14524,MEMBER-001306
POL-14524,MEMBER-004599
POL-14524,MEMBER-004733
POL-14524,MEMBER-004971
POL-38777,MEMBER-014905
POL-38777,MEMBER-003087
POL-38777,MEMBER-013062
POL-36250,MEMBER-009496
POL-13951,MEMBER-003684
POL-13951,MEMBER-000041
POL-13951,MEMBER-007451
POL-45435,MEMBER-013356
POL-45435,MEMBER-004069
POL-45435,MEMBER-003322
POL-45435,MEMBER-003987
POL-15749,MEMBER-003451
POL-15749,MEMBER-003455
POL-29543,MEMBER-005816
POL-29543,MEMBER-005969
POL-29543,MEMBER-008123
POL-29980,MEMBER-008620
POL-29980,MEMBER-013485
POL-29980,MEMBER-008966
POL-17906,MEMBER-006832
POL-17906,MEMBER-011276
POL-25061,MEMBER-013072
POL-16719,MEMBER-010970
POL-16719,MEMBER-011766
POL-16719,MEMBER-009805
POL-46630,MEMBER-004553
POL-46630,MEMBER-007006
POL-46630,MEMBER-004590
POL-46630,MEMBER-004308
POL-46630,MEMBER-011798
POL-27691,MEMBER-002034
POL-27691,MEMBER-002482
POL-27691,MEMBER-013657
POL-36611,MEMBER-004583
POL-44913,MEMBER-004963
POL-44913,MEMBER-000838
POL-44913,MEMBER-013813
POL-44913,MEMBER-010452
POL-44913,MEMBER-005040
POL-29430,MEMBER-008224
POL-40153,MEMBER-010162
POL-40769,MEMBER-008796
POL-30336,MEMBER-001693
POL-30336,MEMBER-011383
POL-30336,MEMBER-010554
POL-30336,MEMBER-008437
POL-30336,MEMBER-007915
POL-28414,MEMBER-004335
POL-12298,MEMBER-002960
POL-12298,MEMBER-008811
POL-26111,MEMBER-013437
POL-26111,MEMBER-006369
POL-26111,MEMBER-014830
POL-42816,MEMBER-006484
POL-42816,MEMBER-002757
POL-42816,MEMBER-012985
POL-42816,MEMBER-005264
POL-45749,MEMBER-006307
POL-45749,MEMBER-011124
POL-45749,MEMBER-000998
POL-45749,MEMBER-006537
POL-19916,MEMBER-011988
POL-13489,MEMBER-010099
POL-13489,MEMBER-003872
POL-13489,MEMBER-002203
POL-35538,MEMBER-011915
POL-35538,MEMBER-012395
POL-35538,MEMBER-011408
POL-35538,MEMBER-001505
POL-33978,MEMBER-003014
POL-33978,MEMBER-008656
POL-33978,MEMBER-014334
POL-33978,MEMBER-010389
POL-33978,MEMBER-003309
POL-20319,MEMBER-013999
POL-20319,MEMBER-014356
POL-20319,MEMBER-006725
POL-20319,MEMBER-010705
POL-21961,MEMBER-013786
POL-21961,MEMBER-011687
POL-21961,MEMBER-014145
POL-21961,MEMBER-003634
POL-21961,MEMBER-000705
POL-21216,MEMBER-010689
POL-21216,MEMBER-003427
POL-46007,MEMBER-013181
POL-46007,MEMBER-010218
POL-46007,MEMBER-008577
POL-46007,MEMBER-007761
POL-46007,MEMBER-010849
POL-42224,MEMBER-007576
POL-42224,MEMBER-014212
POL-42224,MEMBER-001759
POL-42224,MEMBER-007387
POL-49674,MEMBER-007364
POL-49674,MEMBER-006452
POL-49674,MEMBER-011485
POL-47522,MEMBER-001609
POL-47522,MEMBER-014225
POL-47522,MEMBER-005311
POL-47522,MEMBER-012945
POL-47522,MEMBER-010427
POL-41669,MEMBER-006953
POL-41669,MEMBER-000363
POL-41669,MEMBER-009206
POL-13113,MEMBER-013277
POL-13113,MEMBER-011555
POL-20325,MEMBER-001826
POL-41947,MEMBER-011184
POL-41947,MEMBER-012984
POL-42133,MEMBER-006340
POL-21441,MEMBER-003750
POL-11933,MEMBER-004964
POL-11933,MEMBER-001274
POL-48139,MEMBER-011346
POL-48139,MEMBER-008730
POL-48139,MEMBER-002036
POL-32695,MEMBER-000129
POL-32695,MEMBER-009620
POL-32420,MEMBER-008803
POL-32420,MEMBER-012125
POL-32420,MEMBER-001924
POL-29281,MEMBER-013038
POL-29281,MEMBER-005081
POL-29281,MEMBER-006737
POL-27778,MEMBER-007470
POL-27778,MEMBER-001943
POL-11927,MEMBER-010701
POL-25000,MEMBER-008413
POL-25000,MEMBER-003489
POL-25000,MEMBER-007438
POL-25000,MEMBER-004705
POL-26448,MEMBER-008664
POL-26448,MEMBER-004518
POL-16881,MEMBER-006334
POL-19825,MEMBER-009430
POL-19825,MEMBER-000110
POL-43396,MEMBER-001914
POL-43396,MEMBER-008205
POL-21975,MEMBER-008916
POL-21975,MEMBER-010446
POL-21975,MEMBER-007575
POL-15240,MEMBER-002733
POL-15240,MEMBER-008158
POL-15240,MEMBER-004896
POL-13669,MEMBER-004815
POL-13669,MEMBER-010685
POL-13669,MEMBER-002654
POL-33864,MEMBER-008021
POL-33864,MEMBER-012215
POL-32453,MEMBER-004094
POL-13072,MEMBER-004943
POL-13072,MEMBER-014916
POL-34863,MEMBER-001179
POL-34863,MEMBER-013519
POL-34863,MEMBER-005143
POL-34863,MEMBER-008383
POL-11542,MEMBER-005674
POL-11542,MEMBER-014334
POL-11542,MEMBER-006251
POL-11542,MEMBER-012276
POL-21336,MEMBER-010501
POL-21336,MEMBER-013964
POL-21336,MEMBER-013337
POL-21336,MEMBER-014901
POL-21336,MEMBER-002922
POL-19395,MEMBER-011479
POL-19395,MEMBER-008766
POL-19395,MEMBER-001713
POL-19395,MEMBER-003081
POL-28195,MEMBER-013240
POL-28195,MEMBER-006739
POL-28195,MEMBER-009200
POL-28195,MEMBER-002232
POL-40217,MEMBER-013578
POL-15501,MEMBER-013162
POL-48572,MEMBER-014818
POL-25805,MEMBER-003375
POL-25805,MEMBER-012043
POL-25805,MEMBER-004088
POL-25805,MEMBER-013120
POL-25805,MEMBER-000558
POL-24969,MEMBER-014620
POL-24969,MEMBER-000210
POL-24969,MEMBER-013807
POL-29907,MEMBER-007208
POL-29907,MEMBER-008554
POL-29907,MEMBER-014531
POL-29907,MEMBER-005667
POL-11052,MEMBER-005341
POL-11052,MEMBER-012142
POL-11052,MEMBER-007570
POL-13995,MEMBER-011578
POL-13995,MEMBER-014401
POL-13995,MEMBER-004502
POL-13995,MEMBER-006306
POL-13995,MEMBER-011167
POL-13439,MEMBER-000926
POL-23988,MEMBER-007174
POL-23988,MEMBER-011149
POL-23988,MEMBER-000179
POL-23988,MEMBER-008596
POL-17039,MEMBER-013764
POL-17039,MEMBER-003143
POL-17039,MEMBER-006928
POL-17039,MEMBER-009931
POL-17039,MEMBER-000748
POL-44650,MEMBER-004612
POL-44650,MEMBER-010159
POL-44650,MEMBER-011461
POL-44650,MEMBER-003491
POL-37913,MEMBER-011854
POL-18823,MEMBER-007205
POL-44961,MEMBER-009638
POL-44961,MEMBER-004011
POL-44961,MEMBER-008919
POL-44961,MEMBER-012574
POL-44961,MEMBER-006496
POL-38770,MEMBER-013262
POL-38770,MEMBER-014711
POL-38770,MEMBER-014303
POL-38770,MEMBER-008441
POL-38770,MEMBER-013423
POL-10020,MEMBER-012713
POL-12089,MEMBER-013649
POL-27958,MEMBER-005694
POL-27958,MEMBER-003896
POL-27958,MEMBER-011740
POL-27958,MEMBER-006813
POL-28829,MEMBER-010177
POL-28829,MEMBER-003815
POL-39146,MEMBER-006243
POL-39146,MEMBER-003904
POL-14690,MEMBER-000818
POL-14690,MEMBER-011562
POL-27298,MEMBER-011783
POL-27298,MEMBER-000280
POL-36281,MEMBER-003568
POL-36281,MEMBER-014168
POL-36281,MEMBER-001268
POL-16002,MEMBER-014432
POL-16002,MEMBER-002699
POL-16002,MEMBER-009548
POL-16002,MEMBER-004358
POL-16002,MEMBER-006430
POL-23456,MEMBER-000231
POL-29955,MEMBER-013036
POL-29955,MEMBER-002579
POL-26077,MEMBER-010818
POL-26077,MEMBER-007457
POL-36648,MEMBER-006180
POL-24757,MEMBER-011801
POL-24757,MEMBER-009720
POL-24757,MEMBER-009485
POL-24757,MEMBER-006875
POL-24757,MEMBER-001739
POL-21586,MEMBER-010180
POL-21586,MEMBER-009119
POL-21586,MEMBER-006460
POL-21586,MEMBER-004869
POL-21586,MEMBER-000805
POL-11967,MEMBER-012211
POL-11967,MEMBER-011034
POL-11967,MEMBER-006975
POL-17485,MEMBER-006219
POL-17485,MEMBER-011849
POL-17485,MEMBER-010744
POL-10083,MEMBER-006929
POL-36145,MEMBER-014798
POL-36145,MEMBER-005677
POL-36145,MEMBER-011192
POL-36145,MEMBER-004174
POL-47029,MEMBER-010770
POL-48013,MEMBER-010221
POL-48013,MEMBER-003861
POL-48013,MEMBER-007379
POL-48013,MEMBER-011914
POL-21418,MEMBER-009846
POL-13917,MEMBER-010977
POL-13917,MEMBER-012594
POL-13917,MEMBER-010039
POL-46205,MEMBER-013943
POL-46205,MEMBER-013498
POL-46205,MEMBER-001550
POL-46205,MEMBER-006019
POL-46205,MEMBER-001333
POL-22176,MEMBER-003164
POL-16576,MEMBER-002367
POL-32010,MEMBER-009968
POL-32010,MEMBER-014248
POL-10632,MEMBER-012791
POL-10632,MEMBER-010086
POL-10632,MEMBER-006536
POL-19061,MEMBER-013376
POL-20076,MEMBER-000123
POL-20076,MEMBER-013584
POL-20076,MEMBER-008228
POL-20076,MEMBER-008292
POL-20076,MEMBER-008966
POL-25742,MEMBER-002472
POL-25742,MEMBER-004516
POL-24361,MEMBER-009838
POL-24361,MEMBER-006234
POL-24361,MEMBER-014825
POL-11642,MEMBER-000169
POL-11642,MEMBER-005342
POL-41200,MEMBER-013955
POL-41200,MEMBER-007372
POL-41200,MEMBER-007210
POL-41200,MEMBER-005529
POL-41200,MEMBER-014758
POL-21291,MEMBER-000980
POL-21291,MEMBER-005745
POL-21291,MEMBER-012221
POL-22474,MEMBER-006765
POL-22474,MEMBER-012122
POL-22474,MEMBER-003905
POL-22474,MEMBER-004928
POL-22474,MEMBER-013164
POL-13143,MEMBER-010886
POL-13143,MEMBER-009099
POL-13143,MEMBER-005713
POL-13143,MEMBER-002512
POL-49131,MEMBER-002161
POL-20130,MEMBER-000806
POL-20130,MEMBER-001791
POL-20130,MEMBER-000199
POL-39485,MEMBER-003817
POL-39485,MEMBER-014694
POL-39485,MEMBER-005144
POL-21793,MEMBER-002642
POL-21793,MEMBER-002957
POL-21793,MEMBER-004265
POL-21793,MEMBER-005669
POL-38241,MEMBER-013083
POL-45824,MEMBER-004650
POL-45824,MEMBER-000442
POL-45824,MEMBER-012654
POL-45824,MEMBER-002190
POL-12870,MEMBER-013462
POL-45672,MEMBER-004509
POL-45672,MEMBER-011459
POL-45672,MEMBER-014234
POL-45672,MEMBER-009752
POL-45672,MEMBER-001073
POL-25477,MEMBER-010636
POL-25477,MEMBER-001974
POL-25477,MEMBER-013543
POL-25477,MEMBER-007646
POL-14863,MEMBER-009948
POL-14863,MEMBER-006823
POL-14863,MEMBER-009659
POL-14863,MEMBER-013092
POL-19348,MEMBER-003551
POL-19348,MEMBER-003848
POL-19348,MEMBER-012671
POL-37744,MEMBER-008268
POL-37744,MEMBER-011373
POL-37744,MEMBER-001517
POL-37744,MEMBER-011895
POL-37744,MEMBER-007435
POL-35442,MEMBER-004056
POL-47053,MEMBER-003959
POL-15177,MEMBER-001234
POL-40582,MEMBER-002258
POL-40582,MEMBER-003434
POL-40582,MEMBER-006435
POL-40582,MEMBER-009680
POL-14799,MEMBER-006824
POL-14799,MEMBER-000855
POL-39530,MEMBER-002165
POL-45742,MEMBER-011763
POL-45742,MEMBER-004088
POL-34803,MEMBER-004043
POL-34803,MEMBER-004523
POL-27907,MEMBER-003247
POL-27907,MEMBER-002409
POL-35636,MEMBER-005174
POL-35636,MEMBER-006533
POL-35636,MEMBER-011710
POL-49451,MEMBER-009110
POL-49451,MEMBER-008642
POL-49451,MEMBER-010660
POL-49451,MEMBER-011620
POL-49451,MEMBER-002713
POL-17248,MEMBER-008957
POL-17248,MEMBER-003575
POL-17248,MEMBER-013573
POL-17248,MEMBER-007520
POL-17248,MEMBER-013126
POL-17535,MEMBER-001758
POL-17535,MEMBER-003858
POL-17535,MEMBER-014933
POL-17535,MEMBER-010978
POL-43374,MEMBER-006068
POL-43374,MEMBER-006235
POL-43374,MEMBER-005141
POL-43374,MEMBER-014590
POL-17001,MEMBER-000413
POL-17001,MEMBER-009200
POL-17091,MEMBER-012827
POL-43286,MEMBER-007861
POL-43286,MEMBER-002071
POL-43286,MEMBER-000651
POL-43286,MEMBER-007167
POL-43286,MEMBER-000855
POL-28964,MEMBER-001068
POL-28964,MEMBER-009669
POL-28964,MEMBER-005470
POL-49210,MEMBER-005693
POL-24326,MEMBER-010623
POL-24326,MEMBER-014232
POL-24326,MEMBER-014966
POL-12831,MEMBER-009754
POL-12831,MEMBER-004558
POL-12831,MEMBER-005380
POL-12831,MEMBER-006619
POL-12831,MEMBER-014584
POL-38092,MEMBER-011811
POL-38092,MEMBER-004647
POL-38092,MEMBER-002651
POL-17245,MEMBER-011954
POL-17245,MEMBER-002173
POL-17245,MEMBER-006182
POL-43933,MEMBER-004422
POL-43933,MEMBER-006394
POL-43933,MEMBER-013398
POL-43933,MEMBER-009422
POL-43933,MEMBER-006003
POL-37029,MEMBER-013700
POL-37029,MEMBER-000227
POL-37029,MEMBER-000970
POL-37029,MEMBER-001263
POL-37029,MEMBER-009880
POL-28687,MEMBER-006370
POL-38814,MEMBER-007621
POL-38814,MEMBER-014129
POL-38814,MEMBER-005940
POL-36191,MEMBER-007151
POL-36191,MEMBER-007958
POL-36191,MEMBER-004995
POL-36191,MEMBER-000273
POL-21025,MEMBER-000041
POL-21025,MEMBER-002008
POL-21025,MEMBER-009708
POL-24580,MEMBER-010295
POL-24580,MEMBER-013204
POL-24580,MEMBER-008749
POL-25247,MEMBER-002780
POL-26595,MEMBER-000684
POL-26595,MEMBER-010352
POL-26595,MEMBER-002849
POL-13900,MEMBER-007745
POL-20155,MEMBER-003375
POL-20155,MEMBER-007558
POL-20155,MEMBER-008480
POL-20155,MEMBER-004736
POL-42730,MEMBER-004827
POL-42730,MEMBER-010816
POL-42730,MEMBER-009533
POL-42730,MEMBER-013811
POL-14486,MEMBER-005021
POL-14486,MEMBER-012294
POL-14486,MEMBER-007277
POL-14486,MEMBER-007448
POL-14486,MEMBER-006732
POL-39245,MEMBER-008179
POL-39245,MEMBER-011878
POL-23755,MEMBER-000719
POL-22635,MEMBER-014265
POL-22635,MEMBER-006839
POL-22635,MEMBER-001774
POL-22635,MEMBER-000840
POL-22635,MEMBER-009063
POL-36485,MEMBER-000733
POL-36485,MEMBER-003800
POL-36485,MEMBER-004738
POL-36485,MEMBER-000245
POL-36485,MEMBER-002810
POL-38967,MEMBER-002855
POL-38967,MEMBER-013859
POL-38967,MEMBER-008159
POL-38967,MEMBER-004028
POL-38967,MEMBER-012454
POL-25072,MEMBER-009921
POL-25072,MEMBER-002450
POL-25072,MEMBER-012892
POL-19375,MEMBER-012246
POL-19375,MEMBER-003313
POL-19375,MEMBER-000460
POL-21607,MEMBER-010644
POL-21607,MEMBER-003842
POL-21607,MEMBER-011669
POL-33381,MEMBER-012406
POL-26009,MEMBER-006912
POL-26009,MEMBER-001914
POL-26009,MEMBER-001474
POL-26009,MEMBER-010446
POL-39322,MEMBER-005557
POL-39322,MEMBER-004261
POL-39322,MEMBER-009858
POL-39322,MEMBER-001816
POL-39322,MEMBER-014194
POL-11651,MEMBER-014583
POL-11651,MEMBER-001730
POL-11651,MEMBER-013057
POL-11651,MEMBER-009311
POL-25143,MEMBER-010801
POL-25143,MEMBER-013232
POL-15654,MEMBER-011611
POL-44978,MEMBER-012173
POL-44978,MEMBER-004704
POL-44978,MEMBER-009113
POL-26053,MEMBER-007904
POL-26053,MEMBER-000071
POL-26053,MEMBER-010598
POL-31316,MEMBER-010342
POL-31316,MEMBER-003390
POL-31316,MEMBER-012412
POL-30979,MEMBER-009853
POL-30979,MEMBER-004364
POL-30979,MEMBER-001769
POL-30979,MEMBER-013098
POL-29435,MEMBER-008891
POL-29435,MEMBER-007776
POL-29435,MEMBER-014170
POL-29435,MEMBER-010575
POL-25063,MEMBER-013698
POL-25063,MEMBER-003061
POL-25063,MEMBER-012330
POL-25063,MEMBER-014739
POL-25063,MEMBER-005398
POL-49370,MEMBER-006424
POL-49370,MEMBER-013133
POL-49370,MEMBER-000110
POL-25157,MEMBER-005443
POL-25157,MEMBER-001979
POL-25157,MEMBER-004127
POL-25157,MEMBER-006485
POL-11752,MEMBER-004911
POL-11752,MEMBER-014337
POL-11752,MEMBER-013535
POL-11752,MEMBER-011550
POL-33636,MEMBER-002800
POL-35956,MEMBER-007881
POL-34003,MEMBER-010919
POL-26102,MEMBER-009150
POL-26102,MEMBER-004617
POL-26102,MEMBER-005317
POL-26102,MEMBER-009301
POL-47132,MEMBER-004068
POL-47132,MEMBER-014459
POL-47132,MEMBER-013473
POL-22317,MEMBER-014682
POL-22317,MEMBER-003919
POL-17840,MEMBER-013424
POL-17840,MEMBER-003291
POL-17840,MEMBER-001560
POL-42527,MEMBER-006461
POL-42527,MEMBER-008090
POL-31740,MEMBER-011317
POL-31740,MEMBER-006839
POL-31740,MEMBER-011310
POL-31740,MEMBER-005467
POL-40590,MEMBER-000724
POL-14834,MEMBER-008832
POL-29684,MEMBER-010414
POL-29684,MEMBER-011424
POL-29684,MEMBER-006909
POL-49780,MEMBER-004799
POL-49780,MEMBER-000595
POL-49780,MEMBER-013293
POL-49780,MEMBER-013938
POL-49780,MEMBER-004586
POL-32796,MEMBER-008156
POL-42019,MEMBER-002332
POL-42019,MEMBER-000325
POL-42019,MEMBER-008456
POL-37242,MEMBER-009858
POL-46882,MEMBER-007994
POL-37403,MEMBER-002011
POL-37403,MEMBER-011042
POL-37403,MEMBER-002927
POL-14407,MEMBER-012129
POL-14407,MEMBER-008292
POL-14407,MEMBER-009309
POL-14407,MEMBER-005031
POL-17117,MEMBER-006026
POL-17117,MEMBER-004967
POL-40004,MEMBER-008460
POL-40004,MEMBER-000507
POL-40004,MEMBER-002903
POL-40004,MEMBER-000167
POL-30507,MEMBER-003787
POL-30507,MEMBER-005820
POL-30507,MEMBER-012326
POL-22150,MEMBER-006651
POL-22150,MEMBER-005345
POL-22150,MEMBER-001341
POL-40026,MEMBER-012647
POL-40026,MEMBER-002873
POL-40026,MEMBER-002402
POL-40026,MEMBER-010017
POL-10429,MEMBER-006921
POL-18245,MEMBER-010990
POL-18245,MEMBER-002176
POL-24934,MEMBER-012177
POL-24934,MEMBER-003609
POL-24934,MEMBER-000648
POL-32512,MEMBER-014980
POL-32512,MEMBER-008205
POL-32512,MEMBER-007575
POL-32512,MEMBER-007116
POL-32512,MEMBER-014194
POL-21500,MEMBER-014098
POL-10119,MEMBER-008626
POL-10119,MEMBER-005593
POL-10119,MEMBER-002431
POL-10119,MEMBER-010178
POL-19947,MEMBER-012234
POL-19947,MEMBER-014897
POL-19947,MEMBER-001029
POL-19947,MEMBER-006731
POL-43399,MEMBER-009041
POL-43399,MEMBER-002307
POL-43399,MEMBER-013770
POL-24095,MEMBER-013777
POL-24095,MEMBER-014310
POL-24095,MEMBER-013714
POL-24095,MEMBER-009242
POL-35034,MEMBER-008588
POL-35034,MEMBER-002318
POL-35034,MEMBER-010485
POL-35034,MEMBER-002903
POL-18761,MEMBER-009948
POL-18761,MEMBER-001887
POL-18761,MEMBER-001605
POL-18761,MEMBER-006089
POL-15976,MEMBER-009465
POL-15976,MEMBER-009578
POL-15976,MEMBER-010274
POL-15976,MEMBER-009466
POL-15976,MEMBER-007154
POL-36313,MEMBER-012957
POL-36313,MEMBER-000245
POL-20465,MEMBER-014468
POL-20465,MEMBER-005322
POL-20465,MEMBER-013729
POL-38029,MEMBER-011460
POL-38029,MEMBER-014394
POL-38029,MEMBER-010748
POL-38029,MEMBER-013403
POL-38029,MEMBER-001518
POL-20414,MEMBER-005906
POL-20414,MEMBER-007455
POL-20414,MEMBER-008514
POL-20414,MEMBER-009001
POL-25708,MEMBER-002308
POL-25708,MEMBER-008858
POL-14607,MEMBER-010979
POL-14607,MEMBER-003583
POL-14607,MEMBER-003638
POL-20785,MEMBER-013255
POL-20785,MEMBER-004098
POL-20785,MEMBER-002704
POL-20785,MEMBER-002687
POL-44706,MEMBER-008854
POL-12404,MEMBER-006876
POL-12404,MEMBER-010097
POL-12404,MEMBER-005909
POL-12404,MEMBER-008128
POL-36615,MEMBER-002927
POL-33436,MEMBER-009341
POL-33436,MEMBER-014753
POL-33436,MEMBER-008519
POL-33436,MEMBER-007677
POL-33436,MEMBER-014319
POL-34635,MEMBER-000129
POL-34635,MEMBER-006272
POL-34635,MEMBER-001716
POL-17411,MEMBER-005288
POL-17411,MEMBER-004114
POL-29413,MEMBER-000508
POL-29413,MEMBER-009289
POL-24930,MEMBER-013776
POL-24930,MEMBER-000280
POL-24930,MEMBER-001329
POL-24930,MEMBER-001550
POL-24930,MEMBER-013673
POL-23782,MEMBER-012915
POL-23782,MEMBER-006863
POL-23782,MEMBER-011695
POL-46173,MEMBER-003433
POL-46173,MEMBER-003343
POL-46173,MEMBER-009054
POL-46173,MEMBER-005978
POL-46173,MEMBER-007574
POL-36231,MEMBER-013226
POL-36231,MEMBER-004906
POL-14853,MEMBER-001624
POL-14853,MEMBER-013914
POL-14853,MEMBER-014087
POL-29552,MEMBER-005422
POL-13430,MEMBER-009885
POL-13430,MEMBER-002738
POL-18029,MEMBER-002291
POL-18029,MEMBER-002377
POL-41884,MEMBER-007787
POL-41884,MEMBER-011156
POL-13912,MEMBER-000215
POL-13912,MEMBER-007787
POL-38399,MEMBER-002397
POL-34432,MEMBER-012716
POL-34432,MEMBER-007962
POL-34432,MEMBER-011721
POL-34432,MEMBER-005978
POL-21658,MEMBER-011842
POL-21658,MEMBER-004935
POL-21658,MEMBER-013261
POL-34855,MEMBER-013914
POL-34855,MEMBER-011483
POL-34855,MEMBER-010302
POL-34855,MEMBER-014559
POL-34855,MEMBER-004000
POL-13139,MEMBER-008010
POL-21895,MEMBER-008742
POL-21895,MEMBER-006004
POL-21895,MEMBER-007566
POL-21895,MEMBER-013720
POL-21895,MEMBER-010167
POL-44028,MEMBER-003688
POL-44028,MEMBER-009584
POL-37268,MEMBER-008654
POL-37268,MEMBER-011602
POL-21225,MEMBER-002678
POL-21225,MEMBER-001219
POL-21225,MEMBER-000421
POL-21225,MEMBER-006891
POL-21225,MEMBER-011564
POL-34616,MEMBER-006946
POL-34616,MEMBER-014512
POL-34616,MEMBER-004387
POL-34616,MEMBER-001544
POL-13048,MEMBER-004491
POL-13048,MEMBER-005048
POL-40864,MEMBER-008323
POL-40864,MEMBER-006500
POL-40864,MEMBER-001918
POL-40864,MEMBER-014217
POL-40864,MEMBER-002521
POL-30705,MEMBER-001138
POL-30705,MEMBER-013880
POL-30705,MEMBER-005053
POL-22860,MEMBER-000725
POL-22860,MEMBER-003849
POL-22860,MEMBER-009148
POL-22860,MEMBER-007363
POL-22860,MEMBER-013751
POL-29913,MEMBER-006600
POL-29913,MEMBER-007792
POL-29913,MEMBER-008088
POL-29913,MEMBER-005456
POL-35436,MEMBER-009973
POL-35436,MEMBER-009065
POL-35436,MEMBER-009903
POL-35436,MEMBER-011704
POL-20097,MEMBER-001843
POL-43951,MEMBER-013546
POL-43951,MEMBER-002122
POL-43951,MEMBER-007457
POL-43951,MEMBER-000338
POL-43951,MEMBER-011634
POL-46553,MEMBER-004101
POL-41887,MEMBER-003556
POL-41887,MEMBER-009763
POL-41887,MEMBER-004436
POL-38468,MEMBER-010942
POL-38468,MEMBER-003902
POL-38468,MEMBER-013183
POL-12727,MEMBER-007813
POL-12727,MEMBER-000052
POL-12727,MEMBER-004842
POL-34082,MEMBER-004061
POL-48060,MEMBER-012213
POL-48060,MEMBER-008860
POL-32175,MEMBER-001154
POL-32175,MEMBER-005537
POL-32175,MEMBER-003922
POL-32175,MEMBER-011655
POL-32175,MEMBER-014837
POL-36636,MEMBER-005350
POL-36636,MEMBER-004890
POL-36636,MEMBER-004998
POL-28172,MEMBER-008371
POL-28172,MEMBER-008449
POL-30878,MEMBER-007047
POL-30878,MEMBER-008406
POL-41016,MEMBER-001594
POL-41016,MEMBER-014294
POL-33681,MEMBER-003803
POL-33681,MEMBER-007872
POL-33681,MEMBER-005809
POL-39779,MEMBER-001705
POL-39779,MEMBER-011313
POL-39779,MEMBER-004385
POL-39779,MEMBER-014459
POL-14277,MEMBER-005338
POL-14277,MEMBER-000210
POL-14277,MEMBER-013811
POL-29634,MEMBER-005571
POL-29634,MEMBER-008458
POL-29634,MEMBER-009265
POL-10296,MEMBER-000740
POL-10296,MEMBER-002315
POL-10296,MEMBER-006956
POL-10296,MEMBER-011573
POL-14245,MEMBER-013540
POL-14245,MEMBER-014769
POL-14245,MEMBER-006601
POL-36463,MEMBER-008950
POL-36463,MEMBER-002917
POL-36463,MEMBER-009679
POL-36463,MEMBER-006131
POL-24618,MEMBER-009423
POL-24618,MEMBER-002653
POL-24618,MEMBER-011788
POL-20324,MEMBER-007032
POL-49813,MEMBER-000887
POL-49813,MEMBER-002287
POL-49813,MEMBER-007438
POL-49813,MEMBER-014090
POL-49813,MEMBER-008794
POL-32426,MEMBER-007668
POL-32426,MEMBER-011245
POL-22969,MEMBER-009189
POL-22969,MEMBER-008839
POL-30286,MEMBER-003833
POL-44140,MEMBER-004371
POL-44140,MEMBER-014596
POL-44140,MEMBER-003888
POL-44140,MEMBER-002919
POL-44140,MEMBER-005060
POL-32062,MEMBER-004580
POL-32062,MEMBER-007416
POL-14217,MEMBER-007770
POL-31895,MEMBER-001989
POL-31895,MEMBER-005448
POL-43627,MEMBER-004014
POL-43627,MEMBER-013526
POL-43627,MEMBER-012440
POL-43627,MEMBER-011705
POL-43627,MEMBER-014720
POL-31790,MEMBER-014233
POL-31790,MEMBER-012939
POL-31790,MEMBER-014256
POL-31790,MEMBER-012807
POL-40513,MEMBER-008227
POL-33291,MEMBER-014435
POL-33291,MEMBER-012398
POL-20362,MEMBER-008577
POL-20362,MEMBER-002892
POL-13159,MEMBER-013039
POL-13159,MEMBER-009162
POL-45339,MEMBER-002161
POL-45339,MEMBER-004414
POL-47173,MEMBER-004799
POL-47173,MEMBER-011146
POL-47173,MEMBER-006798
POL-17065,MEMBER-002387
POL-17065,MEMBER-010043
POL-17065,MEMBER-006649
POL-17065,MEMBER-014126
POL-17065,MEMBER-000661
POL-19463,MEMBER-003447
POL-19463,MEMBER-003410
POL-13055,MEMBER-010464
POL-13055,MEMBER-010083
POL-46669,MEMBER-004941
POL-46669,MEMBER-003990
POL-19806,MEMBER-007189
POL-17654,MEMBER-005625
POL-17654,MEMBER-011484
POL-17654,MEMBER-007636
POL-17654,MEMBER-009741
POL-17654,MEMBER-000460
POL-29253,MEMBER-005969
